"AptName"	"SeqId"	"SeqIdVersion"	"SomaId"	"TargetFullName"	"Target"	"UniProt"	"EntrezGeneID"	"EntrezGeneSymbol"	"Organism"	"Units"	"Type"	"Dilution"	"PlateScale_Reference"	"CalReference"	"Cal_Example_Adat_Set001"	"ColCheck"	"CalQcRatio_Example_Adat_Set001_170255"	"QcReference_170255"	"Cal_Example_Adat_Set002"	"CalQcRatio_Example_Adat_Set002_170255"	"Dilution2"
"seq.7789.182"	"7789-182"	3	"SL007394"	"Peroxiredoxin-4"	"PRDX4"	"Q13162"	"10549"	"PRDX4"	"Human"	"RFU"	"Protein"	"20"	1085.9	1085.9	1.01457535	"PASS"	1.052	1087	1.036263	1.003	0.2
"seq.7790.21"	"7790-21"	3	"SL003185"	"Leukemia inhibitory factor"	"LIF"	"P15018"	"3976"	"LIF"	"Human"	"RFU"	"Protein"	"20"	442.2	442.2	1.07696055	"PASS"	0.981	446.2	1.04341671	0.936	0.2
"seq.7792.58"	"7792-58"	3	"SL018258"	"Coiled-coil domain-containing protein 90B, mitochondrial"	"CC90B"	"Q9GZT6"	"60492"	"CCDC90B"	"Human"	"RFU"	"Protein"	"20"	448.9	448.9	1.05972616	"PASS"	0.979	456	1.05474624	0.978	0.2
"seq.7795.14"	"7795-14"	3	"SL018232"	"NKG2-E type II integral membrane protein"	"NKG2E"	"Q07444"	"3823"	"KLRC3"	"Human"	"RFU"	"Protein"	"20"	1739.9	1739.9	0.95846417	"PASS"	0.993	2386.6	0.92888794	0.994	0.2
"seq.7796.10"	"7796-10"	3	"SL011613"	"B-cell antigen receptor complex-associated protein alpha chain"	"CD79A"	"P11912"	"973"	"CD79A"	"Human"	"RFU"	"Protein"	"20"	2059.8	2059.8	1.00199445	"PASS"	0.994	2309.6	0.93802086	0.989	0.2
"seq.7797.11"	"7797-11"	3	"SL018243"	"Coiled-coil domain-containing protein 167"	"CC167"	"Q9P0B6"	"154467"	"CCDC167"	"Human"	"RFU"	"Protein"	"20"	621.6	621.6	1.02709848	"PASS"	0.93	659.8	1.2004635	1	0.2
"seq.7800.85"	"7800-85"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	1264.2	1264.2	1.06845842	"PASS"	0.971	1184.4	1.18138492	0.942	0.2
"seq.7801.30"	"7801-30"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	228.4	228.4	1.04963235	"PASS"	1.024	264.8	1.02513465	0.911	0.2
"seq.7802.53"	"7802-53"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	1117.3	1117.3	0.97725881	"PASS"	1.074	1135.5	0.97004688	1.042	0.2
"seq.7803.4"	"7803-4"	3	"SL007015"	"Carbohydrate sulfotransferase 1"	"CHST1"	"O43916"	"8534"	"CHST1"	"Human"	"RFU"	"Protein"	"20"	862.9	862.9	1.07660636	"PASS"	0.951	849.3	1.09491181	0.921	0.2
"seq.7805.52"	"7805-52"	3	"SL004933"	"Golgi SNAP receptor complex member 1"	"GOS-28"	"O95249"	"9527"	"GOSR1"	"Human"	"RFU"	"Protein"	"20"	1309.2	1309.2	1.12377682	"PASS"	1.022	1169.8	1.16239013	0.989	0.2
"seq.7806.33"	"7806-33"	3	"SL018246"	"Beta-1,4-galactosyltransferase 7"	"B4GT7"	"Q9UBV7"	"11285"	"B4GALT7"	"Human"	"RFU"	"Protein"	"20"	2041.7	2041.7	1.0312137	"PASS"	0.881	3344.2	1.00551588	0.996	0.2
"seq.7808.5"	"7808-5"	3	"SL018260"	"D-glucuronyl C5-epimerase"	"GLCE"	"O94923"	"26035"	"GLCE"	"Human"	"RFU"	"Protein"	"0.5"	1317.3	1317.3	0.99478931	"PASS"	1.011	1490.1	0.98511816	1.019	0.005
"seq.7809.22"	"7809-22"	3	"SL018265"	"Spermatogenesis-associated protein 9"	"SPAT9"	"Q9BWV2"	"83890"	"SPATA9"	"Human"	"RFU"	"Protein"	"20"	4282.1	4282.1	0.92398153	"PASS"	1.046	885.3	0.91906336	1.058	0.2
"seq.7810.20"	"7810-20"	3	"SL005573"	"Complement C1q tumor necrosis factor-related protein 5"	"C1QTNF5"	"Q9BXJ0"	"114902"	"C1QTNF5"	"Human"	"RFU"	"Protein"	"0.5"	2100.7	2100.7	1.0406202	"PASS"	1.034	2027	0.99276938	1.031	0.005
"seq.7813.6"	"7813-6"	3	"SL000256"	"Alkaline phosphatase, placental type"	"Alkaline phosphatase, placental"	"P05187"	"250"	"ALPP"	"Human"	"RFU"	"Protein"	"20"	404	404	0.94791178	"PASS"	0.975	257.3	0.99189786	1.007	0.2
"seq.7815.49"	"7815-49"	3	"SL012749"	"Insulin-like growth factor-binding protein-like 1"	"IBPL1"	"Q8WX77"	"347252"	"IGFBPL1"	"Human"	"RFU"	"Protein"	"20"	545.5	545.5	1.03983988	"PASS"	0.978	532.5	1.04222392	0.952	0.2
"seq.7816.23"	"7816-23"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	193.2	193.2	0.96359102	"PASS"	1.015	288.2	1.05114255	0.947	0.2
"seq.7817.36"	"7817-36"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	1213.3	1213.3	0.94670724	"PASS"	1.008	702.7	1.14419087	0.996	0.2
"seq.7818.101"	"7818-101"	3	"SL018271"	"Guanylate-binding protein 6"	"GBP6"	"Q6ZN66"	"163351"	"GBP6"	"Human"	"RFU"	"Protein"	"20"	5094.3	5094.3	1.11093423	"FLAG"	1.098	3890	1.16188847	1.229	0.2
"seq.7821.6"	"7821-6"	3	"SL018244"	"Nuclear nucleic acid-binding protein C1D"	"C1D"	"Q13901"	"10438"	"C1D"	"Human"	"RFU"	"Protein"	"20"	999.7	999.7	1.1097913	"PASS"	1.011	960.4	1.09054216	1.027	0.2
"seq.7822.11"	"7822-11"	3	"SL018247"	"HRAS-like suppressor 2"	"HRSL2"	"Q9NWW9"	"54979"	"HRASLS2"	"Human"	"RFU"	"Protein"	"20"	638.3	638.3	0.97465262	"PASS"	1.011	522.4	1.06685609	0.896	0.2
"seq.7823.22"	"7823-22"	3	"SL018255"	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"	"SIA7B"	"Q9UJ37"	"10610"	"ST6GALNAC2"	"Human"	"RFU"	"Protein"	"20"	4184.5	4184.5	1.15180292	"FLAG"	1.094	3243.8	1.35228154	1.306	0.2
"seq.7824.88"	"7824-88"	3	"SL018261"	"Methionine-R-sulfoxide reductase B3"	"MSRB3"	"Q8IXL7"	"253827"	"MSRB3"	"Human"	"RFU"	"Protein"	"20"	368.8	368.8	1.0591614	"PASS"	0.951	399.5	1.04063205	0.961	0.2
"seq.7825.7"	"7825-7"	3	"SL018266"	"Monoacylglycerol lipase ABHD12"	"ABD12"	"Q8N2K0"	"26090"	"ABHD12"	"Human"	"RFU"	"Protein"	"20"	461	461	1.02194635	"PASS"	0.963	483.4	1.03805449	0.958	0.2
"seq.7826.1"	"7826-1"	3	"SL018272"	"Serine/threonine-protein kinase DCLK3"	"DCLK3"	"Q9C098"	"85443"	"DCLK3"	"Human"	"RFU"	"Protein"	"20"	424	424	0.99882214	"PASS"	1.004	436.4	1.00976423	0.941	0.2
"seq.7827.20"	"7827-20"	3	"SL018276"	"Disintegrin and metalloproteinase domain-containing protein 32"	"ADA32"	"Q8TC27"	"203102"	"ADAM32"	"Human"	"RFU"	"Protein"	"20"	87	87	0.96345515	"PASS"	1.083	84.7	0.98863636	1.023	0.2
"seq.7835.2"	"7835-2"	3	"SL007018"	"BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like"	"BNI3L"	"O60238"	"665"	"BNIP3L"	"Human"	"RFU"	"Protein"	"20"	504.9	504.9	0.99350649	"PASS"	0.989	386.3	0.96891192	1.04	0.2
"seq.7838.27"	"7838-27"	3	"SL012804"	"Submaxillary gland androgen-regulated protein 3A"	"SMR3A"	"Q99954"	"26952"	"SMR3A"	"Human"	"RFU"	"Protein"	"20"	803.6	803.6	1.05321101	"PASS"	0.975	742	1.04744526	0.975	0.2
"seq.7839.99"	"7839-99"	3	"SL012637"	"Protein FAM19A3"	"F19A3"	"Q7Z5A8"	"284467"	"FAM19A3"	"Human"	"RFU"	"Protein"	"20"	924.8	924.8	0.95478009	"PASS"	1.04	941	0.91095351	1.035	0.2
"seq.7841.84"	"7841-84"	3	"SL005160"	"Endothelial cell-selective adhesion molecule"	"ESAM"	"Q96AP7"	"90952"	"ESAM"	"Human"	"RFU"	"Protein"	"20"	15274.6	15274.6	0.95222837	"PASS"	0.94	18081.6	0.88707823	1.011	0.2
"seq.7842.52"	"7842-52"	3	"SL007045"	"Small EDRK-rich factor 1"	"SERF1"	"O75920"	"728492"	"SERF1A"	"Human"	"RFU"	"Protein"	"20"	1198.3	1198.3	1.10922892	"PASS"	1.002	877.4	1.06733767	1.071	0.2
"seq.7843.152"	"7843-152"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	438.4	438.4	0.96035049	"PASS"	1.046	425.9	0.94117647	1.014	0.2
"seq.7846.44"	"7846-44"	3	"SL009418"	"Pregnancy-specific beta-1-glycoprotein 11"	"PSG11"	"Q9UQ72"	"5680"	"PSG11"	"Human"	"RFU"	"Protein"	"20"	1019	1019	0.97214272	"PASS"	1.011	773.6	1.1020982	0.996	0.2
"seq.7847.66"	"7847-66"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	527.2	527.2	1.05630134	"PASS"	0.989	558.4	1.02928544	0.956	0.2
"seq.7849.3"	"7849-3"	3	"SL005409"	"Glutaminyl-peptide cyclotransferase"	"Glutaminyl cyclase"	"Q16769"	"25797"	"QPCT"	"Human"	"RFU"	"Protein"	"20"	1273.2	1273.2	1.00672096	"PASS"	0.906	1391.3	0.92060738	0.995	0.2
"seq.7850.1"	"7850-1"	3	"SL018273"	"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial"	"COX42"	"Q96KJ9"	"84701"	"COX4I2"	"Human"	"RFU"	"Protein"	"20"	2999.4	2999.4	1.22434484	"PASS"	1.009	2463.8	1.22469479	1.168	0.2
"seq.7851.30"	"7851-30"	3	"SL018278"	"Ankyrin repeat domain-containing protein 46"	"ANR46"	"Q86W74"	"157567"	"ANKRD46"	"Human"	"RFU"	"Protein"	"20"	1069.3	1069.3	1.02442997	"PASS"	1.011	821.1	0.97813758	1.033	0.2
"seq.7852.9"	"7852-9"	3	"SL018284"	"Translation initiation factor IF-3, mitochondrial"	"IF3M"	"Q9H2K0"	"219402"	"MTIF3"	"Human"	"RFU"	"Protein"	"20"	494.4	494.4	0.98192651	"PASS"	1.056	483.4	0.77395116	1.085	0.2
"seq.7853.19"	"7853-19"	3	"SL018291"	"Protein SCO1 homolog, mitochondrial"	"SCO1"	"O75880"	"6341"	"SCO1"	"Human"	"RFU"	"Protein"	"20"	670.2	670.2	0.97497818	"PASS"	1.016	687.4	1.04230171	0.939	0.2
"seq.7854.38"	"7854-38"	3	"SL018292"	"Natural cytotoxicity triggering receptor 3 ligand 1"	"NR3L1"	"Q68D85"	"374383"	"NCR3LG1"	"Human"	"RFU"	"Protein"	"20"	629.8	629.8	1.00978034	"PASS"	0.941	579.7	1.04826897	1.019	0.2
"seq.7856.51"	"7856-51"	3	"SL018294"	"Protein FAM151A"	"F151A"	"Q8WW52"	"338094"	"FAM151A"	"Human"	"RFU"	"Protein"	"20"	1790.2	1790.2	0.9911965	"PASS"	0.949	3057.3	0.9465447	1.013	0.2
"seq.7857.22"	"7857-22"	3	"SL012431"	"Neurotensin/neuromedin N"	"NEUT"	"P30990"	"4922"	"NTS"	"Human"	"RFU"	"Protein"	"20"	3380	3380	1.07277748	"PASS"	0.919	4943.6	1.01034256	0.962	0.2
"seq.7859.21"	"7859-21"	3	"SL008367"	"Protocadherin gamma-C3"	"PCDGK"	"Q9UN70"	"5098"	"PCDHGC3"	"Human"	"RFU"	"Protein"	"0.5"	3451.4	3451.4	0.93992375	"FLAG"	0.987	5400.2	1.59772243	0.692	0.005
"seq.7860.9"	"7860-9"	3	"SL018285"	"Probable E3 ubiquitin-protein ligase HERC4"	"HERC4"	"Q5GLZ8"	"26091"	"HERC4"	"Human"	"RFU"	"Protein"	"20"	1797.6	1797.6	1.07789171	"PASS"	1.029	1656.4	1.06619217	1.051	0.2
"seq.7861.9"	"7861-9"	3	"SL008955"	"Tyrosine-protein kinase transmembrane receptor ROR2"	"ROR2"	"Q01974"	"4920"	"ROR2"	"Human"	"RFU"	"Protein"	"20"	3118.4	3118.4	0.96485149	"PASS"	0.986	2914.5	0.94183026	0.987	0.2
"seq.7863.50"	"7863-50"	3	"SL008875"	"Membrane-associated progesterone receptor component 1"	"PGRC1"	"O00264"	"10857"	"PGRMC1"	"Human"	"RFU"	"Protein"	"20"	6711.1	6711.1	0.92300816	"PASS"	0.955	7220.3	1.06302667	0.935	0.2
"seq.7864.3"	"7864-3"	3	"SL018297"	"Sialic acid-binding Ig-like lectin 8"	"SIGL8"	"Q9NYZ4"	"27181"	"SIGLEC8"	"Human"	"RFU"	"Protein"	"20"	1092.2	1092.2	1.08106503	"PASS"	1.011	982.4	1.16315229	1.028	0.2
"seq.7865.126"	"7865-126"	3	"SL014840"	"HRAS-like suppressor 3"	"HRSL3"	"P53816"	"11145"	"PLA2G16"	"Human"	"RFU"	"Protein"	"20"	692.4	692.4	1.02426036	"PASS"	1.015	557	1.03870387	0.993	0.2
"seq.7866.11"	"7866-11"	3	"SL018279"	"DnaJ homolog subfamily C member 30"	"DJC30"	"Q96LL9"	"84277"	"DNAJC30"	"Human"	"RFU"	"Protein"	"20"	2033.2	2033.2	0.99103139	"PASS"	1.045	1673.5	0.94571841	1.008	0.2
"seq.7867.154"	"7867-154"	3	"SL015271"	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"	"SIA7A"	"Q9NSC7"	"55808"	"ST6GALNAC1"	"Human"	"RFU"	"Protein"	"20"	602	602	0.96800129	"PASS"	0.986	532.1	1.15858353	1.066	0.2
"seq.7871.16"	"7871-16"	3	"SL008988"	"Transmembrane protein 132A"	"T132A"	"Q24JP5"	"54972"	"TMEM132A"	"Human"	"RFU"	"Protein"	"0.5"	1952.1	1952.1	1.07904483	"PASS"	0.953	1615	1.01947984	0.945	0.005
"seq.7872.5"	"7872-5"	3	"SL025418"	"Fc_MOUSE"	"Fc_MOUSE"	"Q99LC4"	""	""	"Mouse"	"RFU"	"Protein"	"20"	1889.9	1889.9	1.13555248	"PASS"	1.051	1489.5	1.14366112	1.2	0.2
"seq.7873.32"	"7873-32"	3	"SL018280"	"Testis-specific serine/threonine-protein kinase 2"	"TSSK2"	"Q96PF2"	"23617"	"TSSK2"	"Human"	"RFU"	"Protein"	"20"	506.6	506.6	1.01198562	"PASS"	0.994	1287.8	0.97366904	1.002	0.2
"seq.7875.86"	"7875-86"	3	"SL011175"	"Pleckstrin"	"PLEK"	"P08567"	"5341"	"PLEK"	"Human"	"RFU"	"Protein"	"0.5"	9553.1	9553.1	1.06093688	"PASS"	0.966	13649.3	1.0489843	0.983	0.005
"seq.7878.2"	"7878-2"	3	"SL018295"	"Protein transport protein Sec61 subunit beta"	"SC61B"	"P60468"	"10952"	"SEC61B"	"Human"	"RFU"	"Protein"	"20"	598.2	598.2	1.07686769	"PASS"	0.904	3360.1	1.07473949	0.882	0.2
"seq.7879.12"	"7879-12"	3	"SL000398"	"Cytochrome P450 3A4"	"Cytochrome P450 3A4"	"P08684"	"1576"	"CYP3A4"	"Human"	"RFU"	"Protein"	"20"	697.9	697.9	1.02904748	"PASS"	1.045	568.8	1.14522481	1.043	0.2
"seq.7880.9"	"7880-9"	3	"SL010973"	"Proteasome subunit alpha type-1"	"PSA1"	"P25786"	"5682"	"PSMA1"	"Human"	"RFU"	"Protein"	"20"	2459.4	2459.4	1.11204558	"PASS"	1.03	1846.4	1.23930461	1.038	0.2
"seq.7881.244"	"7881-244"	3	"SL018281"	"Mono [ADP-ribose] polymerase PARP16"	"PAR16"	"Q8N5Y8"	"54956"	"PARP16"	"Human"	"RFU"	"Protein"	"0.5"	459.3	459.3	0.97474533	"PASS"	1.007	502.4	1.13744428	0.994	0.005
"seq.7886.26"	"7886-26"	3	"SL016373"	"Serine palmitoyltransferase 1"	"SPTC1"	"O15269"	"10558"	"SPTLC1"	"Human"	"RFU"	"Protein"	"20"	3030.7	3030.7	0.94875407	"PASS"	1.087	2441.5	0.92388123	1.031	0.2
"seq.7887.57"	"7887-57"	3	"SL014700"	"Cytochrome c oxidase subunit 5B, mitochondrial"	"COX5B"	"P10606"	"1329"	"COX5B"	"Human"	"RFU"	"Protein"	"20"	290.1	290.1	1.02436441	"PASS"	0.972	288.5	1.0236415	1.019	0.2
"seq.7888.58"	"7888-58"	3	"SL018275"	"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial"	"CCD56"	"Q9Y2R0"	"28958"	"COA3"	"Human"	"RFU"	"Protein"	"20"	1941.2	1941.2	1.14565628	"PASS"	1.007	1616.8	1.21789322	1.101	0.2
"seq.7890.68"	"7890-68"	3	"SL018287"	"Inactive dipeptidyl peptidase 10"	"DPP10"	"Q8N608"	"57628"	"DPP10"	"Human"	"RFU"	"Protein"	"20"	551.8	551.8	1.02052894	"PASS"	0.994	545.5	1.00675059	0.992	0.2
"seq.7891.45"	"7891-45"	3	"SL000609"	"UDP-glucuronosyltransferase 1-6"	"UGT 1A6"	"P19224"	"54578"	"UGT1A6"	"Human"	"RFU"	"Protein"	"20"	709.1	709.1	0.96581313	"PASS"	0.979	1424.2	0.91143959	1.03	0.2
"seq.7892.132"	"7892-132"	3	"SL018293"	"Protein FAM234B"	"K1467"	"A2RU67"	"57613"	"KIAA1467"	"Human"	"RFU"	"Protein"	"20"	981.9	981.9	1.06002375	"PASS"	1.047	761	1.00522113	1.007	0.2
"seq.7894.155"	"7894-155"	3	"SL005162"	"Fibroblast growth factor 3"	"FGF-3"	"P11487"	"2248"	"FGF3"	"Human"	"RFU"	"Protein"	"20"	412	412	1.01828967	"PASS"	1.054	407.1	1.05209397	0.969	0.2
"seq.7895.108"	"7895-108"	3	"SL018298"	"Melanocortin-2 receptor accessory protein"	"MRAP"	"Q8TCY5"	"4043"	"MRAP"	"Human"	"RFU"	"Protein"	"20"	881.4	881.4	1.05329828	"PASS"	0.971	741.6	1.05544246	0.979	0.2
"seq.7897.75"	"7897-75"	3	"SL006681"	"Disks large homolog 3"	"DLG3"	"Q92796"	"1741"	"DLG3"	"Human"	"RFU"	"Protein"	"20"	368.2	368.2	1.03893905	"PASS"	0.98	347.9	1.03281907	1.002	0.2
"seq.7898.29"	"7898-29"	3	"SL018288"	"Nuclear protein MDM1"	"MDM1"	"Q8TC05"	"56890"	"MDM1"	"Human"	"RFU"	"Protein"	"20"	732	732	1.02736842	"PASS"	0.978	847.9	1.00439078	1	0.2
"seq.7903.18"	"7903-18"	3	"SL007454"	"Vesicle-associated membrane protein 3"	"VAMP3"	"Q15836"	"9341"	"VAMP3"	"Human"	"RFU"	"Protein"	"20"	512.9	512.9	1.01323588	"PASS"	1.005	586.7	1.02559488	0.992	0.2
"seq.7905.30"	"7905-30"	3	"SL018283"	"Haptoglobin isoform 2"	"HPT"	"P00738"	"3240"	"HP"	"Human"	"RFU"	"Protein"	"0.005"	107111.7	107111.7	0.94514271	"PASS"	0.989	104386.9	0.85805369	0.994	5e-05
"seq.7910.41"	"7910-41"	3	"SL018296"	"Leucine-rich repeat and fibronectin type III domain-containing protein 1"	"LRFN1"	"Q9P244"	"57622"	"LRFN1"	"Human"	"RFU"	"Protein"	"20"	2145.3	2145.3	1.09031307	"FLAG"	1.052	1812.5	1.05264966	1.213	0.2
"seq.7911.29"	"7911-29"	3	"SL018299"	"Sodium channel subunit beta-4"	"SCN4B"	"Q8IWT1"	"6330"	"SCN4B"	"Human"	"RFU"	"Protein"	"20"	652.9	652.9	1.08311214	"PASS"	0.871	533.2	2.05897193	0.828	0.2
"seq.7916.10"	"7916-10"	3	"SL004829"	"Protein S100-A7"	"S100A7"	"P31151"	"6278"	"S100A7"	"Human"	"RFU"	"Protein"	"20"	231.3	231.3	1.0193918	"PASS"	1.04	410.5	0.92779783	0.902	0.2
"seq.7917.17"	"7917-17"	3	"SL006413"	"Carboxypeptidase D"	"CBPD"	"O75976"	"1362"	"CPD"	"Human"	"RFU"	"Protein"	"20"	1774.8	1774.8	1.05586293	"PASS"	0.974	1742.9	1.02964553	1.052	0.2
"seq.7918.114"	"7918-114"	3	"SL005114"	"Alpha-amylase 1"	"Amylase, alpha 1A"	"P04745"	"276"	"AMY1A"	"Human"	"RFU"	"Protein"	"0.5"	2481	2481	1.04182414	"PASS"	1.011	2088.3	1.06234478	1.014	0.005
"seq.7920.30"	"7920-30"	3	"SL018316"	"Alpha-2,8-sialyltransferase 8B"	"SIA8B"	"Q92186"	"8128"	"ST8SIA2"	"Human"	"RFU"	"Protein"	"20"	587.9	587.9	1.03140351	"PASS"	0.987	455.4	1.0011921	1.007	0.2
"seq.7921.65"	"7921-65"	3	"SL006317"	"Four-jointed box protein 1"	"FJX1"	"Q86VR8"	"24147"	"FJX1"	"Human"	"RFU"	"Protein"	"20"	1753.3	1753.3	0.99162943	"PASS"	1.002	1785.4	0.94675738	1.025	0.2
"seq.7922.5"	"7922-5"	3	"SL002782"	"Adrenomedullin"	"Adrenomedullin"	"P35318"	"133"	"ADM"	"Human"	"RFU"	"Protein"	"20"	2057.7	2057.7	0.96764637	"PASS"	1.067	635.4	0.92248722	1.095	0.2
"seq.7923.41"	"7923-41"	3	"SL018333"	"Semaphorin-4C"	"SEM4C"	"Q9C0C4"	"54910"	"SEMA4C"	"Human"	"RFU"	"Protein"	"20"	1136.4	1136.4	0.95712962	"PASS"	0.976	1092.5	0.95080321	0.964	0.2
"seq.7924.7"	"7924-7"	3	"SL007099"	"T-cell surface glycoprotein CD3 gamma chain"	"CD3G"	"P09693"	"917"	"CD3G"	"Human"	"RFU"	"Protein"	"20"	747.6	747.6	0.99826412	"PASS"	1.041	805.1	0.96352623	0.991	0.2
"seq.7925.18"	"7925-18"	3	"SL018348"	"Single-pass membrane and coiled-coil domain-containing protein 2"	"CL070"	"A6NFE2"	"341346"	"SMCO2"	"Human"	"RFU"	"Protein"	"20"	882.8	882.8	1.05459324	"PASS"	0.98	836.2	1.07370469	0.965	0.2
"seq.7926.13"	"7926-13"	3	"SL012439"	"Kunitz-type protease inhibitor 3"	"SPIT3"	"P49223"	"10816"	"SPINT3"	"Human"	"RFU"	"Protein"	"20"	1094.2	1094.2	0.98496714	"PASS"	0.916	1544.3	0.95263799	0.99	0.2
"seq.7927.16"	"7927-16"	3	"SL018308"	"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"	"SIA7E"	"Q9BVH7"	"81849"	"ST6GALNAC5"	"Human"	"RFU"	"Protein"	"20"	1569	1569	0.96911674	"PASS"	0.981	510.3	0.92801798	1.062	0.2
"seq.7928.183"	"7928-183"	3	"SL007023"	"Protein-tyrosine sulfotransferase 1"	"TPST1"	"O60507"	"8460"	"TPST1"	"Human"	"RFU"	"Protein"	"20"	5945.3	5945.3	0.95608195	"PASS"	1.02	5723.5	0.87948225	1.004	0.2
"seq.7930.3"	"7930-3"	3	"SL018327"	"Exosome complex component CSL4"	"EXOS1"	"Q9Y3B2"	"51013"	"EXOSC1"	"Human"	"RFU"	"Protein"	"20"	541.5	541.5	1.03974654	"PASS"	1.043	545.4	1.07397858	1.059	0.2
"seq.7932.23"	"7932-23"	3	"SL018340"	"Synaptotagmin-8"	"SYT8"	"Q8NBV8"	"90019"	"SYT8"	"Human"	"RFU"	"Protein"	"20"	275.1	275.1	1.02115813	"PASS"	1.028	263.3	1.00917095	1.04	0.2
"seq.7933.75"	"7933-75"	3	"SL018350"	"Disintegrin and metalloproteinase domain-containing protein 22"	"ADA22"	"Q9P0K1"	"53616"	"ADAM22"	"Human"	"RFU"	"Protein"	"20"	4174	4174	0.97189559	"PASS"	0.988	4347.8	0.92025487	1.017	0.2
"seq.7934.11"	"7934-11"	3	"SL018360"	"Protein NDRG4"	"NDRG4"	"Q9ULP0"	"65009"	"NDRG4"	"Human"	"RFU"	"Protein"	"20"	1970.8	1970.8	1.08089727	"PASS"	0.992	1791.1	1.16154889	1.031	0.2
"seq.7935.26"	"7935-26"	3	"SL018309"	"Glycosyltransferase-like protein LARGE1"	"LARGE"	"O95461"	"9215"	"LARGE"	"Human"	"RFU"	"Protein"	"20"	1516.9	1516.9	0.96079301	"PASS"	0.983	1430.6	0.90361589	1.018	0.2
"seq.7939.1"	"7939-1"	3	"SL018334"	"Putative uncharacterized protein PQLC2L"	"CC055"	"A1A4F0"	"152078"	"PQLC2L"	"Human"	"RFU"	"Protein"	"20"	694.8	694.8	0.97694038	"PASS"	1.036	3422.4	1.08376228	0.85	0.2
"seq.7943.16"	"7943-16"	3	"SL018361"	"CUB and zona pellucida-like domain-containing protein 1"	"CUZD1"	"Q86UP6"	"50624"	"CUZD1"	"Human"	"RFU"	"Protein"	"20"	329.8	329.8	0.97863501	"PASS"	0.93	267.4	1.45607064	0.857	0.2
"seq.7944.1"	"7944-1"	3	"SL018310"	"Killer cell immunoglobulin-like receptor 3DL3"	"KI3L3"	"Q8N743"	"115653"	"KIR3DL3"	"Human"	"RFU"	"Protein"	"20"	301.6	301.6	1.006004	"PASS"	1.04	264.6	1.12579321	0.953	0.2
"seq.7945.10"	"7945-10"	3	"SL005214"	"Semaphorin-6A"	"Semaphorin-6A"	"Q9H2E6"	"57556"	"SEMA6A"	"Human"	"RFU"	"Protein"	"20"	8016.7	8016.7	0.88174089	"PASS"	0.98	7996.7	0.85842935	1.03	0.2
"seq.7947.19"	"7947-19"	3	"SL018328"	"AP-4 complex accessory subunit tepsin"	"AP4AT"	"Q96N21"	"146705"	"ENTHD2"	"Human"	"RFU"	"Protein"	"20"	478.2	478.2	1.02070438	"PASS"	1.024	460.8	0.95908544	1.03	0.2
"seq.7948.129"	"7948-129"	3	"SL010876"	"Glycolipid transfer protein domain-containing protein 2"	"GLTD2"	"A6NH11"	"388323"	"GLTPD2"	"Human"	"RFU"	"Protein"	"0.5"	973.8	973.8	1.09329741	"PASS"	0.989	984.8	1.02096876	1.064	0.005
"seq.7950.142"	"7950-142"	3	"SL018352"	"Butyrophilin-like protein 9"	"BTNL9"	"Q6UXG8"	"153579"	"BTNL9"	"Human"	"RFU"	"Protein"	"20"	477.3	477.3	1.04487741	"PASS"	1.013	445	1.05761135	0.995	0.2
"seq.7952.2"	"7952-2"	3	"SL018311"	"Vesicle transport through interaction with t-SNAREs homolog 1A"	"VTI1A"	"Q96AJ9"	"143187"	"VTI1A"	"Human"	"RFU"	"Protein"	"20"	393.3	393.3	0.96586444	"PASS"	1.049	529.6	0.89042336	1.014	0.2
"seq.7953.20"	"7953-20"	3	"SL018318"	"Signaling lymphocytic activation molecule"	"SLAF1"	"Q13291"	"6504"	"SLAMF1"	"Human"	"RFU"	"Protein"	"20"	1253.9	1253.9	0.94285285	"PASS"	0.987	1334.8	0.98515085	0.969	0.2
